1355,道の駅しかべ間歇泉公園
817,三ツ石
113,三股
1016,三ツ谷
1015,三ツ谷坂下
1314,みどりヶ丘団地
957,南が丘団地
958,南が丘通り上り口
1269,南清川
1256,南清水川
1255,南千代田
756,南浜
1362,南浜町
1224,南原
114,南藤城
1273,南文月
842,南本町
896,宮歌
1324,宮越
1192,宮野
676,宮浜
1292,妙見寺前
975,美和
212,武佐川橋
77,村山
912,向磯
1262,向野
542,明治館前
128,めぐみ幼稚園前
335,女那川
390,元町
551,元町公園前
637,紅葉橋
521,紅葉山
937,茂草
996,茂尻町
859,元町（知内）
1122,元町（北桧山）
38,茂辺地
37,茂辺地大橋
885,茂山
716,森案内所
717,森駅前
715,森川町
714,森川町二区
713,森川町四区
780,森警察署前
779,森高校
781,森国保病院前
851,森越
852,森越神社前
1347,森町民球場
1349,森の里病院
1031,門昌庵
403,谷地頭
404,谷地頭温泉
375,梁川町
421,柳町
253,山の手１丁目
428,山の手２丁目
430,山の手３丁目
254,山の手団地
392,弥生町
275,弥衛門川
645,安浦
523,谷地山入口
520,矢別ダム
652,谷地町（鹿部海岸線）
295,谷地町
750,八雲駅前
1091,八雲高校
749,八雲病院前
751,八雲本町
752,八雲元町
1092,八雲役場前
688,やすらぎの里
877,谷地神社前
974,柳崎
1174,柳前
36,矢不来
744,山越駅前
757,山崎駅前
1233,山背泊漁港前
81,大和橋
465,湯倉神社前
609,湯川支所前
596,湯の浜ホテル・平成館しおさい亭前
268,湯川１丁目
607,湯川１丁目５
270,湯の川温泉
371,湯川温泉電停前
605,湯の川観光ホテル前
595,湯の川グランドホテル前
466,湯川小学校前
469,湯川団地北口
501,湯川団地中央
464,湯川中学校前
597,湯の川プリンスホテル渚亭前
267,湯浜町
600,湯元啄木亭前
742,由追
741,由追二区
802,郵便局前
106,湯出川
213,湯出川２号橋
1357,湯の川温泉２丁目
1298,湯川支所前
1299,湯の川生協前
269,湯の川プリンスホテル渚亭前　（老人...
870,湯の里温泉入口
869,湯の里第一
868,湯の里ホタル団地
1195,湯の尻
1323,湯ノ岱
871,湯の野
1358,湯元啄木亭前
8,吉川町
234,よつば学園前
527,米原二区
337,寄貝歌
1085,養豚場前
124,横川
908,横澗
898,吉岡
1302,吉岡駐在所前
902,吉野
699,吉野山
1321,吉堀
1234,ラビスタ函館ベイ前
1296,ラ・サール高校裏
1297,ラ・サール高校前
1337,ラッキーピエロベイエリア本店前
1219,良留石
256,リサイクルセンター
450,流通センター入口
483,流通センター会館
484,流通センター西通
482,流通センター東通
195,稜北高校入口
196,稜北高校前
202,林業試験場前
443,臨空工業団地
442,臨空工業団地入口
444,臨空工業団地中央
445,臨空工業団地通
39,臨港橋
979,レクの森
548,ロープウエイ前
763,ロコツ
1047,六軒町
382,若松町会館前
669,割石
1178,若松
1179,若松十字街
1176,若松中学校前
1177,若松農協前
880,涌元
881,涌元築港前
722,鷲の木
720,鷲の木小学校前
754,鷲の巣信号所前
1077,鷲堀橋
